,source_id,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
3706,753,646,sawen,Rum,73100.0,wine_like,1.0
3710,753,647,sawen,Port wine,15500.0,wine_like,1.0
3711,753,648,sawen,Vermouth,26200.0,wine_like,1.0
3712,753,649,sawen,Sherry,46200.0,wine_like,0.99998
3715,847,649,watery,Sherry,0.564999998,wine_like,1e-05
3716,753,650,sawen,Madeira wine,18000.0,wine_like,1.0
3717,753,763,sawen,Sake,16100.0,wine_like,1.0
3718,753,764,sawen,Cocktail,61000.0,wine_like,1.0
3719,756,151,sea breeze,Pomegranate,30.0,wine_like,0.99722
3720,847,151,watery,Pomegranate,0.083692308,wine_like,0.00278
3723,847,90,watery,Star anise,32.200000763,wine_like,0.30872
3730,847,61,watery,Coriander,95.509199905,wine_like,0.43313
3732,847,51,watery,Ceylon cinnamon,1.164999962,wine_like,0.62466
3734,847,74,watery,Cardamom,0.01,wine_like,1.0
3735,847,118,watery,Nutmeg,0.015999999,wine_like,0.16667
3737,847,250,watery,Chicory leaves,38.576999982,wine_like,1.0
